1.000000000000000000e+00,9.812260863623940566e-01
2.000000000000000000e+01,8.282249248428532606e-01
1.000000000000000000e+02,8.101393823449030140e-01
3.800000000000000000e+02,7.919479365946979765e-01
8.000000000000000000e+02,7.760094971303634903e-01
1.320000000000000000e+03,7.655814430172178664e-01
2.080000000000000000e+03,7.554710986608362822e-01
2.360000000000000000e+03,7.573807734353648069e-01
5.100000000000000000e+03,7.225932631866629485e-01
7.220000000000000000e+03,7.053720278764690210e-01
8.360000000000000000e+03,6.908786553703197830e-01
1.024000000000000000e+04,6.755790516534572188e-01
1.196000000000000000e+04,6.662749385077890718e-01
1.424000000000000000e+04,6.462113965564362239e-01
1.732000000000000000e+04,6.258267286143754937e-01
2.200000000000000000e+04,6.035135966110959371e-01
2.346000000000000000e+04,5.931145804864716986e-01
2.450000000000000000e+04,5.909025690079257043e-01
2.454000000000000000e+04,6.222858021317299038e-01
2.662000000000000000e+04,6.196348045914183977e-01
2.870000000000000000e+04,6.127083902705656726e-01
2.876000000000000000e+04,6.277022410494670357e-01
3.020000000000000000e+04,6.286587865537032194e-01
3.268000000000000000e+04,6.247010795299261510e-01
3.278000000000000000e+04,6.321638425799398497e-01
3.434000000000000000e+04,6.271863897239682295e-01
3.500000000000000000e+04,6.195374419240229358e-01
3.504000000000000000e+04,5.877750068324678612e-01
3.648000000000000000e+04,5.753655370319759044e-01
3.652000000000000000e+04,5.439344766329599068e-01
3.678000000000000000e+04,5.391602896966384284e-01
3.856000000000000000e+04,5.239341350095654271e-01
4.150000000000000000e+04,5.120456408854878738e-01
4.292000000000000000e+04,5.032454222465154725e-01
4.610000000000000000e+04,4.905899836020770621e-01
4.812000000000000000e+04,4.762042224651543698e-01
4.868000000000000000e+04,4.679608499590052206e-01
5.056000000000000000e+04,4.590905985241869880e-01
5.366000000000000000e+04,4.500666165619021664e-01
5.374000000000000000e+04,4.270992757584038957e-01
5.384000000000000000e+04,4.263545367586771828e-01
5.550000000000000000e+04,4.220090871822902434e-01
6.290000000000000000e+04,4.140851325498769997e-01
6.590000000000000000e+04,4.082228751024870039e-01
7.320000000000000000e+04,4.057221918556982443e-01
8.922000000000000000e+04,4.048681333697731199e-01
9.016000000000000000e+04,3.955298578846679902e-01
1.000400000000000000e+05,3.943854195135282348e-01
1.025200000000000000e+05,3.919889314020224003e-01
1.113800000000000000e+05,3.905968160699644365e-01
1.349200000000000000e+05,3.891107543044547423e-01
1.382000000000000000e+05,3.851803771522274156e-01
1.525200000000000000e+05,3.847977589505329199e-01
1.538800000000000000e+05,3.817761000273298677e-01
1.627400000000000000e+05,3.789747881934955043e-01
1.628600000000000000e+05,3.714112462421426120e-01
1.629400000000000000e+05,3.469219732167259096e-01
1.630600000000000000e+05,3.460252118065044735e-01
1.680600000000000000e+05,3.417497950259633654e-01
1.771600000000000000e+05,3.368013801585132416e-01
1.895400000000000000e+05,3.334534708936868208e-01
1.949300000000000000e+05,3.329632413227657795e-01
